,cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
5088,min,ncap,O,0,punc,",",maxmin,prop,Yangfan,O,min,conj-s,que,min,pron-pers,se,alpha,n,chama
5089,maxmin,cap,O,min,adv,supostamente,0,punc,",",B_ABSTRACCAO,min,pron-pers,se,min,n,chama,alpha,prop,Yangfan
5090,0,simb,O,0,n,jï¿½,min,adv,supostamente,O,min,n,chama,maxmin,prop,Yangfan,0,punc,","
5091,min,ncap,O,min,n,estaria,0,n,jï¿½,O,maxmin,prop,Yangfan,0,punc,",",alpha,adv,supostamente
5092,0,ncap,O,min,prp,em,min,n,estaria,O,0,punc,",",min,adv,supostamente,0,n,jï¿½
5093,min,ncap,O,min,n,uso,min,prp,em,O,min,adv,supostamente,0,n,jï¿½,alpha,n,estaria
5094,min,ncap,O,min,prp,em,min,n,uso,O,0,n,jï¿½,min,n,estaria,alpha,prp,em
5095,min,ncap,O,min,pron-det,algumas,min,prp,em,O,min,n,estaria,min,prp,em,alpha,n,uso
5096,min,ncap,O,0,n,repartiï¿½ï¿½es,min,pron-det,algumas,O,min,prp,em,min,n,uso,alpha,prp,em
5097,min,ncap,O,0,n,pï¿½blicas,0,n,repartiï¿½ï¿½es,O,min,n,uso,min,prp,em,alpha,pron-det,algumas
5098,0,ncap,O,min,v-pcp,da,0,n,pï¿½blicas,O,min,prp,em,min,pron-det,algumas,0,n,repartiï¿½ï¿½es
5099,0,ncap,O,maxmin,prop,China,min,v-pcp,da,O,min,pron-det,algumas,0,n,repartiï¿½ï¿½es,0,n,pï¿½blicas
5100,min,ncap,O,0,punc,.,maxmin,prop,China,O,0,n,repartiï¿½ï¿½es,0,n,pï¿½blicas,alpha,v-pcp,da
5101,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,B_ORGANIZACAO,0,n,pï¿½blicas,min,v-pcp,da,alpha,prop,China
5102,0,simb,O,0,0,0,0,0,0,O,min,v-pcp,da,maxmin,prop,China,0,punc,.
5103,maxmin,cap,O,min,n,empresa,min,art,a,O,0,0,0,0,0,0,alpha,prp,Segundo
5104,min,ncap,O,min,prp,de,min,n,empresa,O,0,0,0,maxmin,prp,Segundo,alpha,art,a
5105,min,ncap,O,0,n,anï¿½lises,min,prp,de,O,maxmin,prp,Segundo,min,art,a,alpha,n,empresa
5106,min,ncap,O,max,n,IDC,0,n,anï¿½lises,O,min,art,a,min,n,empresa,alpha,prp,de
5107,0,ncap,O,0,punc,",",max,n,IDC,O,min,n,empresa,min,prp,de,0,n,anï¿½lises
5108,max,cap,B_ORGANIZACAO,min,art,o,0,punc,",",O,min,prp,de,0,n,anï¿½lises,alpha,n,IDC
5109,0,simb,O,min,n,sistema,min,art,o,O,0,n,anï¿½lises,max,n,IDC,0,punc,","
5110,min,ncap,O,min,n,operacional,min,n,sistema,O,max,n,IDC,0,punc,",",alpha,art,o
5111,min,ncap,O,0,n,chinï¿½s,min,n,operacional,O,0,punc,",",min,art,o,alpha,n,sistema
5112,min,ncap,O,0,n,poderï¿½,0,n,chinï¿½s,O,min,art,o,min,n,sistema,alpha,n,operacional
5113,0,ncap,O,min,v-inf,ser,0,n,poderï¿½,O,min,n,sistema,min,n,operacional,0,n,chinï¿½s
5114,0,ncap,O,min,v-pcp,baseado,min,v-inf,ser,O,min,n,operacional,0,n,chinï¿½s,0,n,poderï¿½
5115,min,ncap,O,min,n,no,min,v-pcp,baseado,O,0,n,chinï¿½s,0,n,poderï¿½,alpha,v-inf,ser
5116,min,ncap,O,maxmin,n,Linux,min,n,no,O,0,n,poderï¿½,min,v-inf,ser,alpha,v-pcp,baseado
5117,min,ncap,O,0,punc,.,maxmin,n,Linux,O,min,v-inf,ser,min,v-pcp,baseado,alpha,n,no
5118,maxmin,cap,O,0,0,0,0,punc,.,B_LOCAL,min,v-pcp,baseado,min,n,no,alpha,n,Linux
5119,0,simb,O,0,0,0,0,0,0,O,min,n,no,maxmin,n,Linux,0,punc,.
5120,0,cap,O,min,art,uma,min,v-fin,existe,O,0,0,0,0,0,0,0,prop,Jï¿½
5121,min,ncap,O,0,n,versï¿½o,min,art,uma,O,0,0,0,0,prop,Jï¿½,alpha,v-fin,existe
5122,min,ncap,O,min,n,chinesa,0,n,versï¿½o,O,0,prop,Jï¿½,min,v-fin,existe,alpha,art,uma
5123,0,ncap,O,min,prp,para,min,n,chinesa,O,min,v-fin,existe,min,art,uma,0,n,versï¿½o
5124,min,ncap,O,min,art,o,min,prp,para,O,min,art,uma,0,n,versï¿½o,alpha,n,chinesa
5125,min,ncap,O,maxmin,n,Linux,min,art,o,O,0,n,versï¿½o,min,n,chinesa,alpha,prp,para
5126,min,ncap,O,0,punc,:,maxmin,n,Linux,O,min,n,chinesa,min,prp,para,alpha,art,o
5127,maxmin,cap,O,min,art,a,0,punc,:,O,min,prp,para,min,art,o,alpha,n,Linux
5128,0,simb,O,maxmin,n,Red,min,art,a,O,min,art,o,maxmin,n,Linux,0,punc,:
5129,min,ncap,O,maxmin,prop,Flag,maxmin,n,Red,O,maxmin,n,Linux,0,punc,:,alpha,art,a
5130,maxmin,cap,O,0,punc,.,maxmin,prop,Flag,O,0,punc,:,min,art,a,alpha,n,Red
5131,maxmin,cap,O,0,0,0,0,punc,.,O,min,art,a,maxmin,n,Red,alpha,prop,Flag
5132,0,simb,O,0,0,0,0,0,0,O,maxmin,n,Red,maxmin,prop,Flag,0,punc,.
5133,max,cap,O,maxmin,prop,Wine,min,n,programa,O,0,0,0,0,0,0,alpha,art,O
5134,min,ncap,O,0,punc,",",maxmin,prop,Wine,O,0,0,0,max,art,O,alpha,n,programa
5135,maxmin,cap,O,min,conj-s,que,0,punc,",",O,max,art,O,min,n,programa,alpha,prop,Wine
5136,0,simb,O,min,v-fin,permite,min,conj-s,que,O,min,n,programa,maxmin,prop,Wine,0,punc,","
5137,min,ncap,O,min,v-inf,instalar,min,v-fin,permite,O,maxmin,prop,Wine,0,punc,",",alpha,conj-s,que
5138,min,ncap,O,min,n,programas,min,v-inf,instalar,O,0,punc,",",min,conj-s,que,alpha,v-fin,permite
5139,min,ncap,O,min,v-pcp,do,min,n,programas,O,min,conj-s,que,min,v-fin,permite,alpha,v-inf,instalar
5140,min,ncap,O,maxmin,prop,Windows,min,v-pcp,do,O,min,v-fin,permite,min,v-inf,instalar,alpha,n,programas
5141,min,ncap,O,min,n,no,maxmin,prop,Windows,O,min,v-inf,instalar,min,n,programas,alpha,v-pcp,do
5142,maxmin,cap,O,maxmin,n,Linux,min,n,no,O,min,n,programas,min,v-pcp,do,alpha,prop,Windows
5143,min,ncap,O,0,punc,",",maxmin,n,Linux,O,min,v-pcp,do,maxmin,prop,Windows,alpha,n,no
5144,maxmin,cap,O,min,v-fin,poderia,0,punc,",",B_LOCAL,maxmin,prop,Windows,min,n,no,alpha,n,Linux
5145,0,simb,O,min,v-inf,ser,min,v-fin,poderia,O,min,n,no,maxmin,n,Linux,0,punc,","
5146,min,ncap,O,min,n,empregado,min,v-inf,ser,O,maxmin,n,Linux,0,punc,",",alpha,v-fin,poderia
5147,min,ncap,O,min,n,pelo,min,n,empregado,O,0,punc,",",min,v-fin,poderia,alpha,v-inf,ser
5148,min,ncap,O,min,n,governo,min,n,pelo,O,min,v-fin,poderia,min,v-inf,ser,alpha,n,empregado
5149,min,ncap,O,0,n,chinï¿½s,min,n,governo,O,min,v-inf,ser,min,n,empregado,alpha,n,pelo
5150,min,ncap,O,0,punc,.,0,n,chinï¿½s,O,min,n,empregado,min,n,pelo,alpha,n,governo
5151,0,ncap,O,0,0,0,0,punc,.,O,min,n,pelo,min,n,governo,0,n,chinï¿½s
5152,0,simb,O,0,0,0,0,0,0,O,min,n,governo,0,n,chinï¿½s,0,punc,.
5153,maxmin,cap,O,0,n,cï¿½pia,min,art,uma,O,0,0,0,0,0,0,alpha,v-inf,Criar
5154,min,ncap,O,min,n,exacta,0,n,cï¿½pia,O,0,0,0,maxmin,v-inf,Criar,alpha,art,uma
5155,0,ncap,O,min,v-pcp,do,min,n,exacta,O,maxmin,v-inf,Criar,min,art,uma,0,n,cï¿½pia
5156,min,ncap,O,maxmin,prop,Windows,min,v-pcp,do,O,min,art,uma,0,n,cï¿½pia,alpha,n,exacta
5157,min,ncap,O,0,num,98,maxmin,prop,Windows,O,0,n,cï¿½pia,min,n,exacta,alpha,v-pcp,do
5158,maxmin,cap,O,min,v-fin,seria,0,num,98,O,min,n,exacta,min,v-pcp,do,alpha,prop,Windows
5159,0,simb,O,min,v-pcp,demorado,min,v-fin,seria,O,min,v-pcp,do,maxmin,prop,Windows,num,num,98
5160,min,ncap,O,0,punc,",",min,v-pcp,demorado,O,maxmin,prop,Windows,0,num,98,alpha,v-fin,seria
5161,min,ncap,O,min,n,complexo,0,punc,",",O,0,num,98,min,v-fin,seria,alpha,v-pcp,demorado
5162,0,simb,O,0,punc,",",min,n,complexo,O,min,v-fin,seria,min,v-pcp,demorado,0,punc,","
5163,min,ncap,O,min,prp,com,0,punc,",",O,min,v-pcp,demorado,0,punc,",",alpha,n,complexo
5164,0,simb,O,min,pron-det,muitos,min,prp,com,O,0,punc,",",min,n,complexo,0,punc,","
5165,min,ncap,O,min,n,custos,min,pron-det,muitos,O,min,n,complexo,0,punc,",",alpha,prp,com
5166,min,ncap,O,min,conj-c,e,min,n,custos,O,0,punc,",",min,prp,com,alpha,pron-det,muitos
5167,min,ncap,O,min,n,cheio,min,conj-c,e,O,min,prp,com,min,pron-det,muitos,alpha,n,custos
5168,min,ncap,O,min,prp,de,min,n,cheio,O,min,pron-det,muitos,min,n,custos,alpha,conj-c,e
5169,min,ncap,O,min,n,problemas,min,prp,de,O,min,n,custos,min,conj-c,e,alpha,n,cheio
5170,min,ncap,O,min,art,a,min,n,problemas,O,min,conj-c,e,min,n,cheio,alpha,prp,de
5171,min,ncap,O,0,adj,nï¿½vel,min,art,a,O,min,n,cheio,min,prp,de,alpha,n,problemas
5172,min,ncap,O,min,adj,legal,0,adj,nï¿½vel,O,min,prp,de,min,n,problemas,alpha,art,a
5173,0,ncap,O,0,punc,.,min,adj,legal,O,min,n,problemas,min,art,a,0,adj,nï¿½vel
5174,min,ncap,O,0,0,0,0,punc,.,O,min,art,a,0,adj,nï¿½vel,alpha,adj,legal
5175,0,simb,O,0,0,0,0,0,0,O,0,adj,nï¿½vel,min,adj,legal,0,punc,.
5176,maxmin,cap,O,min,art,os,min,pron-pers,se,O,0,0,0,0,0,0,alpha,adv,Mesmo
5177,min,ncap,O,min,n,programadores,min,art,os,O,0,0,0,maxmin,adv,Mesmo,alpha,pron-pers,se
5178,min,ncap,O,min,v-fin,conseguissem,min,n,programadores,O,maxmin,adv,Mesmo,min,pron-pers,se,alpha,art,os
5179,min,ncap,O,min,v-inf,fazer,min,v-fin,conseguissem,O,min,pron-pers,se,min,art,os,alpha,n,programadores
5180,min,ncap,O,min,art,um,min,v-inf,fazer,O,min,art,os,min,n,programadores,alpha,v-fin,conseguissem
5181,min,ncap,O,min,n,clone,min,art,um,O,min,n,programadores,min,v-fin,conseguissem,alpha,v-inf,fazer
5182,min,ncap,O,min,art,a,min,n,clone,O,min,v-fin,conseguissem,min,v-inf,fazer,alpha,art,um
5183,min,ncap,O,min,v-inf,partir,min,art,a,O,min,v-inf,fazer,min,art,um,alpha,n,clone
5184,min,ncap,O,min,v-pcp,do,min,v-inf,partir,O,min,art,um,min,n,clone,alpha,art,a
5185,min,ncap,O,min,num,zero,min,v-pcp,do,O,min,n,clone,min,art,a,alpha,v-inf,partir
5186,min,ncap,O,0,punc,",",min,num,zero,O,min,art,a,min,v-inf,partir,alpha,v-pcp,do
5187,min,ncap,O,0,n,nï¿½o,0,punc,",",O,min,v-inf,partir,min,v-pcp,do,alpha,num,zero
5188,0,simb,O,min,v-fin,conseguiriam,0,n,nï¿½o,O,min,v-pcp,do,min,num,zero,0,punc,","
5189,0,ncap,O,min,n,saber,min,v-fin,conseguiriam,O,min,num,zero,0,punc,",",0,n,nï¿½o
5190,min,ncap,O,min,prp,ao,min,n,saber,O,0,punc,",",0,n,nï¿½o,alpha,v-fin,conseguiriam
5191,min,ncap,O,min,adj,certo,min,prp,ao,O,0,n,nï¿½o,min,v-fin,conseguiriam,alpha,n,saber
5192,min,ncap,O,min,pron-det,quais,min,adj,certo,O,min,v-fin,conseguiriam,min,n,saber,alpha,prp,ao
5193,min,ncap,O,min,art,os,min,pron-det,quais,O,min,n,saber,min,prp,ao,alpha,adj,certo
5194,min,ncap,O,min,n,programas,min,art,os,O,min,prp,ao,min,adj,certo,alpha,pron-det,quais
5195,min,ncap,O,min,conj-s,que,min,n,programas,O,min,adj,certo,min,pron-det,quais,alpha,art,os
5196,min,ncap,O,min,v-fin,iriam,min,conj-s,que,O,min,pron-det,quais,min,art,os,alpha,n,programas
5197,min,ncap,O,min,v-inf,funcionar,min,v-fin,iriam,O,min,art,os,min,n,programas,alpha,conj-s,que
5198,min,ncap,O,min,n,no,min,v-inf,funcionar,O,min,n,programas,min,conj-s,que,alpha,v-fin,iriam
5199,min,ncap,O,min,n,sistema,min,n,no,O,min,conj-s,que,min,v-fin,iriam,alpha,v-inf,funcionar
5200,min,ncap,O,0,punc,.,min,n,sistema,O,min,v-fin,iriam,min,v-inf,funcionar,alpha,n,no
5201,min,ncap,O,0,0,0,0,punc,.,O,min,v-inf,funcionar,min,n,no,alpha,n,sistema
5202,0,simb,O,0,0,0,0,0,0,O,min,n,no,min,n,sistema,0,punc,.
5203,maxmin,cap,O,min,conj-s,porque,min,v-fin,acotnece,O,0,0,0,0,0,0,alpha,pron-indp,Isto
5204,min,ncap,O,min,art,a,min,conj-s,porque,O,0,0,0,maxmin,pron-indp,Isto,alpha,v-fin,acotnece
5205,min,ncap,O,maxmin,n,Microsoft,min,art,a,O,maxmin,pron-indp,Isto,min,v-fin,acotnece,alpha,conj-s,porque
5206,min,ncap,O,0,n,nï¿½o,maxmin,n,Microsoft,O,min,v-fin,acotnece,min,conj-s,porque,alpha,art,a
5207,maxmin,cap,B_ORGANIZACAO,min,n,publica,0,n,nï¿½o,O,min,conj-s,porque,min,art,a,alpha,n,Microsoft
5208,0,ncap,O,min,pron-det,todas,min,n,publica,O,min,art,a,maxmin,n,Microsoft,0,n,nï¿½o
5209,min,ncap,O,min,art,as,min,pron-det,todas,O,maxmin,n,Microsoft,0,n,nï¿½o,alpha,n,publica
5210,min,ncap,O,0,n,caracterï¿½sticas,min,art,as,O,0,n,nï¿½o,min,n,publica,alpha,pron-det,todas
5211,min,ncap,O,min,n,internas,0,n,caracterï¿½sticas,O,min,n,publica,min,pron-det,todas,alpha,art,as
5212,0,ncap,O,min,v-pcp,do,min,n,internas,O,min,pron-det,todas,min,art,as,0,n,caracterï¿½sticas
5213,min,ncap,O,maxmin,prop,Windows,min,v-pcp,do,O,min,art,as,0,n,caracterï¿½sticas,alpha,n,internas
5214,min,ncap,O,0,punc,.,maxmin,prop,Windows,O,0,n,caracterï¿½sticas,min,n,internas,alpha,v-pcp,do
5215,maxmin,cap,O,maxmin,n,Tim,0,punc,.,O,min,n,internas,min,v-pcp,do,alpha,prop,Windows
5216,0,simb,O,maxmin,n,Harris,maxmin,n,Tim,O,min,v-pcp,do,maxmin,prop,Windows,0,punc,.
5217,maxmin,cap,B_PESSOA,0,punc,",",maxmin,n,Harris,B_PESSOA,maxmin,prop,Windows,0,punc,.,alpha,n,Tim
5218,maxmin,cap,I_PESSOA,min,conj-s,que,0,punc,",",I_PESSOA,0,punc,.,maxmin,n,Tim,alpha,n,Harris
5219,0,simb,O,0,n,ï¿½,min,conj-s,que,O,maxmin,n,Tim,maxmin,n,Harris,0,punc,","
5220,min,ncap,O,min,n,especialista,0,n,ï¿½,O,maxmin,n,Harris,0,punc,",",alpha,conj-s,que
5221,0,ncap,O,min,prp,em,min,n,especialista,O,0,punc,",",min,conj-s,que,0,n,ï¿½
5222,min,ncap,O,min,n,sistemas,min,prp,em,O,min,conj-s,que,0,n,ï¿½,alpha,n,especialista
5223,min,ncap,O,min,n,operativos,min,n,sistemas,O,0,n,ï¿½,min,n,especialista,alpha,prp,em
5224,min,ncap,O,min,n,na,min,n,operativos,O,min,n,especialista,min,prp,em,alpha,n,sistemas
5225,min,ncap,O,maxmin,n,Universidade,min,n,na,O,min,prp,em,min,n,sistemas,alpha,n,operativos
5226,min,ncap,O,min,prp,de,maxmin,n,Universidade,O,min,n,sistemas,min,n,operativos,alpha,n,na
5227,maxmin,cap,B_ORGANIZACAO,maxmin,prop,Cambridge,min,prp,de,B_LOCAL,min,n,operativos,min,n,na,alpha,n,Universidade
5228,min,ncap,I_ORGANIZACAO,0,punc,",",maxmin,prop,Cambridge,I_LOCAL,min,n,na,maxmin,n,Universidade,alpha,prp,de
5229,maxmin,cap,I_ORGANIZACAO,min,n,acredita,0,punc,",",I_LOCAL,maxmin,n,Universidade,min,prp,de,alpha,prop,Cambridge
5230,0,simb,O,min,conj-s,que,min,n,acredita,O,min,prp,de,maxmin,prop,Cambridge,0,punc,","
5231,min,ncap,O,min,v-inf,fazer,min,conj-s,que,O,maxmin,prop,Cambridge,0,punc,",",alpha,n,acredita
5232,min,ncap,O,min,art,uma,min,v-inf,fazer,O,0,punc,",",min,n,acredita,alpha,conj-s,que
5233,min,ncap,O,0,n,rï¿½plica,min,art,uma,O,min,n,acredita,min,conj-s,que,alpha,v-inf,fazer
5234,min,ncap,O,min,prp,de,0,n,rï¿½plica,O,min,conj-s,que,min,v-inf,fazer,alpha,art,uma
5235,0,ncap,O,min,art,um,min,prp,de,O,min,v-inf,fazer,min,art,uma,0,n,rï¿½plica
5236,min,ncap,O,min,n,sistema,min,art,um,O,min,art,uma,0,n,rï¿½plica,alpha,prp,de
5237,min,ncap,O,min,n,inteiro,min,n,sistema,O,0,n,rï¿½plica,min,prp,de,alpha,art,um
5238,min,ncap,O,min,v-fin,seria,min,n,inteiro,O,min,prp,de,min,art,um,alpha,n,sistema
5239,min,ncap,O,min,adv,muito,min,v-fin,seria,O,min,art,um,min,n,sistema,alpha,n,inteiro
5240,min,ncap,O,0,adj,difï¿½cil,min,adv,muito,O,min,n,sistema,min,n,inteiro,alpha,v-fin,seria
5241,min,ncap,O,0,punc,.,0,adj,difï¿½cil,O,min,n,inteiro,min,v-fin,seria,alpha,adv,muito
5242,0,ncap,O,0,punc,"""",0,punc,.,O,min,v-fin,seria,min,adv,muito,0,adj,difï¿½cil
5243,0,simb,O,maxmin,v-inf,Chegar,0,punc,"""",O,min,adv,muito,0,adj,difï¿½cil,0,punc,.
5244,0,simb,O,min,art,a,maxmin,v-inf,Chegar,O,0,adj,difï¿½cil,0,punc,.,0,punc,""""
5245,maxmin,cap,O,min,pron-indp,algo,min,art,a,O,0,punc,.,0,punc,"""",alpha,v-inf,Chegar
5246,min,ncap,O,min,conj-s,que,min,pron-indp,algo,O,0,punc,"""",maxmin,v-inf,Chegar,alpha,art,a
5247,min,ncap,O,min,n,fosse,min,conj-s,que,O,maxmin,v-inf,Chegar,min,art,a,alpha,pron-indp,algo
5248,min,ncap,O,0,n,estï¿½vel,min,n,fosse,O,min,art,a,min,pron-indp,algo,alpha,conj-s,que
5249,min,ncap,O,min,conj-c,e,0,n,estï¿½vel,O,min,pron-indp,algo,min,conj-s,que,alpha,n,fosse
5250,0,ncap,O,0,adj,fiï¿½vel,min,conj-c,e,O,min,conj-s,que,min,n,fosse,0,n,estï¿½vel
5251,min,ncap,O,min,art,o,0,adj,fiï¿½vel,O,min,n,fosse,0,n,estï¿½vel,alpha,conj-c,e
5252,0,ncap,O,min,adv,bastante,min,art,o,O,0,n,estï¿½vel,min,conj-c,e,0,adj,fiï¿½vel
5253,min,ncap,O,min,prp,para,min,adv,bastante,O,min,conj-c,e,0,adj,fiï¿½vel,alpha,art,o
5254,min,ncap,O,min,art,os,min,prp,para,O,0,adj,fiï¿½vel,min,art,o,alpha,adv,bastante
5255,min,ncap,O,min,n,utilizadores,min,art,os,O,min,art,o,min,adv,bastante,alpha,prp,para
5256,min,ncap,O,min,v-fin,seria,min,n,utilizadores,O,min,adv,bastante,min,prp,para,alpha,art,os
5257,min,ncap,O,min,art,uma,min,v-fin,seria,O,min,prp,para,min,art,os,alpha,n,utilizadores
5258,min,ncap,O,min,n,tarefa,min,art,uma,O,min,art,os,min,n,utilizadores,alpha,v-fin,seria
5259,min,ncap,O,min,adj,gigantesca,min,n,tarefa,O,min,n,utilizadores,min,v-fin,seria,alpha,art,uma
5260,min,ncap,O,0,punc,"""",min,adj,gigantesca,O,min,v-fin,seria,min,art,uma,alpha,n,tarefa
5261,min,ncap,O,0,punc,",",0,punc,"""",O,min,art,uma,min,n,tarefa,alpha,adj,gigantesca
5262,0,simb,O,min,v-fin,diz,0,punc,",",O,min,n,tarefa,min,adj,gigantesca,0,punc,""""
5263,0,simb,O,0,punc,.,min,v-fin,diz,O,min,adj,gigantesca,0,punc,"""",0,punc,","
5264,min,ncap,O,0,0,0,0,punc,.,O,0,punc,"""",0,punc,",",alpha,v-fin,diz
5265,0,simb,O,0,0,0,0,0,0,O,0,punc,",",min,v-fin,diz,0,punc,.
5266,0,cap,O,maxmin,n,Impressora,min,prp,para,O,0,0,0,0,0,0,0,prop,Versï¿½o
5267,min,ncap,O,maxmin,v-inf,Enviar,maxmin,n,Impressora,O,0,0,0,0,prop,Versï¿½o,alpha,prp,para
5268,maxmin,cap,O,maxmin,n,Noticia,maxmin,v-inf,Enviar,B_PESSOA,0,prop,Versï¿½o,min,prp,para,alpha,n,Impressora
5269,maxmin,cap,O,min,art,a,maxmin,n,Noticia,I_PESSOA,min,prp,para,maxmin,n,Impressora,alpha,v-inf,Enviar
5270,maxmin,cap,O,min,art,um,min,art,a,I_PESSOA,maxmin,n,Impressora,maxmin,v-inf,Enviar,alpha,n,Noticia
5271,min,ncap,O,maxmin,prop,Amigo,min,art,um,O,maxmin,v-inf,Enviar,maxmin,n,Noticia,alpha,art,a
5272,min,ncap,O,0,0,0,maxmin,prop,Amigo,O,maxmin,n,Noticia,min,art,a,alpha,art,um
5273,maxmin,cap,O,0,0,0,0,0,0,O,min,art,a,min,art,um,alpha,prop,Amigo
5274,0,simb,O,0,n,faï¿½o,0,n,Nï¿½o,O,0,0,0,0,0,0,0,punc,-
5275,0,cap,O,0,n,mistï¿½rio,0,n,faï¿½o,O,0,0,0,0,punc,-,0,n,Nï¿½o
5276,0,ncap,O,min,n,disso,0,n,mistï¿½rio,O,0,punc,-,0,n,Nï¿½o,0,n,faï¿½o
5277,0,ncap,O,0,punc,;,min,n,disso,O,0,n,Nï¿½o,0,n,faï¿½o,0,n,mistï¿½rio
5278,min,ncap,O,min,n,mora,0,punc,;,O,0,n,faï¿½o,0,n,mistï¿½rio,alpha,n,disso
5279,0,simb,O,min,prp,com,min,n,mora,O,0,n,mistï¿½rio,min,n,disso,0,punc,;
5280,min,ncap,O,min,pron-det,seu,min,prp,com,O,min,n,disso,0,punc,;,alpha,n,mora
5281,min,ncap,O,min,n,pai,min,pron-det,seu,O,0,punc,;,min,n,mora,alpha,prp,com
5282,min,ncap,O,min,prp,em,min,n,pai,O,min,n,mora,min,prp,com,alpha,pron-det,seu
5283,min,ncap,O,min,art,uma,min,prp,em,O,min,prp,com,min,pron-det,seu,alpha,n,pai
5284,min,ncap,O,min,adj,pequena,min,art,uma,O,min,pron-det,seu,min,n,pai,alpha,prp,em
5285,min,ncap,O,0,n,chï¿½cara,min,adj,pequena,O,min,n,pai,min,prp,em,alpha,art,uma
5286,min,ncap,O,min,n,no,0,n,chï¿½cara,O,min,prp,em,min,art,uma,alpha,adj,pequena
5287,0,ncap,O,min,n,bairro,min,n,no,O,min,art,uma,min,adj,pequena,0,n,chï¿½cara
5288,min,ncap,O,min,prp,de,min,n,bairro,O,min,adj,pequena,0,n,chï¿½cara,alpha,n,no
5289,min,ncap,O,maxmin,prop,Santo,min,prp,de,O,0,n,chï¿½cara,min,n,no,alpha,n,bairro
5290,min,ncap,O,0,prop,Antï¿½nio,maxmin,prop,Santo,O,min,n,no,min,n,bairro,alpha,prp,de
5291,maxmin,cap,B_LOCAL,0,punc,",",0,prop,Antï¿½nio,B_LOCAL,min,n,bairro,min,prp,de,alpha,prop,Santo
5292,0,cap,I_LOCAL,min,adv,onde,0,punc,",",I_LOCAL,min,prp,de,maxmin,prop,Santo,0,prop,Antï¿½nio
5293,0,simb,O,min,v-fin,vivem,min,adv,onde,O,maxmin,prop,Santo,0,prop,Antï¿½nio,0,punc,","
5294,min,ncap,O,min,adv,modestamente,min,v-fin,vivem,O,0,prop,Antï¿½nio,0,punc,",",alpha,adv,onde
5295,min,ncap,O,0,punc,",",min,adv,modestamente,O,0,punc,",",min,adv,onde,alpha,v-fin,vivem
5296,min,ncap,O,min,v-ger,evitando,0,punc,",",O,min,adv,onde,min,v-fin,vivem,alpha,adv,modestamente
5297,0,simb,O,0,n,relaï¿½ï¿½es,min,v-ger,evitando,O,min,v-fin,vivem,min,adv,modestamente,0,punc,","
5298,min,ncap,O,0,punc,",",0,n,relaï¿½ï¿½es,O,min,adv,modestamente,0,punc,",",alpha,v-ger,evitando
5299,0,ncap,O,min,conj-c,e,0,punc,",",O,0,punc,",",min,v-ger,evitando,0,n,relaï¿½ï¿½es
5300,0,simb,O,min,n,aparecendo,min,conj-c,e,O,min,v-ger,evitando,0,n,relaï¿½ï¿½es,0,punc,","
5301,min,ncap,O,min,adv,mui,min,n,aparecendo,O,0,n,relaï¿½ï¿½es,0,punc,",",alpha,conj-c,e
5302,min,ncap,O,min,n,raras,min,adv,mui,O,0,punc,",",min,conj-c,e,alpha,n,aparecendo
5303,min,ncap,O,min,n,vezes,min,n,raras,O,min,conj-c,e,min,n,aparecendo,alpha,adv,mui
5304,min,ncap,O,min,prp,em,min,n,vezes,O,min,n,aparecendo,min,adv,mui,alpha,n,raras
5305,min,ncap,O,0,n,pï¿½blico,min,prp,em,O,min,adv,mui,min,n,raras,alpha,n,vezes
5306,min,ncap,O,0,punc,.,0,n,pï¿½blico,O,min,n,raras,min,n,vezes,alpha,prp,em
5307,0,ncap,O,0,0,0,0,punc,.,O,min,n,vezes,min,prp,em,0,n,pï¿½blico
5308,0,simb,O,0,0,0,0,0,0,O,min,prp,em,0,n,pï¿½blico,0,punc,.
5309,maxmin,cap,O,0,punc,",",0,n,chï¿½cara,O,0,0,0,0,0,0,alpha,adv,Nessa
5310,0,ncap,O,min,v-pcp,escondida,0,punc,",",O,0,0,0,maxmin,adv,Nessa,0,n,chï¿½cara
5311,0,simb,O,min,prp,entre,min,v-pcp,escondida,O,maxmin,adv,Nessa,0,n,chï¿½cara,0,punc,","
5312,min,ncap,O,min,n,moitas,min,prp,entre,O,0,n,chï¿½cara,0,punc,",",alpha,v-pcp,escondida
5313,min,ncap,O,min,prp,de,min,n,moitas,O,0,punc,",",min,v-pcp,escondida,alpha,prp,entre
5314,min,ncap,O,min,n,coqueiros,min,prp,de,O,min,v-pcp,escondida,min,prp,entre,alpha,n,moitas
5315,min,ncap,O,min,conj-c,e,min,n,coqueiros,O,min,prp,entre,min,n,moitas,alpha,prp,de
5316,min,ncap,O,min,n,arvoredos,min,conj-c,e,O,min,n,moitas,min,prp,de,alpha,n,coqueiros
5317,min,ncap,O,0,punc,",",min,n,arvoredos,O,min,prp,de,min,n,coqueiros,alpha,conj-c,e
5318,min,ncap,O,min,v-fin,vive,0,punc,",",O,min,n,coqueiros,min,conj-c,e,alpha,n,arvoredos
5319,0,simb,O,min,pron-pers,ela,min,v-fin,vive,O,min,conj-c,e,min,n,arvoredos,0,punc,","
